gene_id,gene_type,gene_short_name
ENSMUSG00000102763.1,TEC,Gm37257
ENSMUSG00000079261.2,protein_coding,Gm15217
ENSMUSG00000021835.14,protein_coding,Bmp4
ENSMUSG00000086746.1,antisense,Gm15222
ENSMUSG00000086168.1,lincRNA,Gm15221
ENSMUSG00000037628.9,protein_coding,Cdkn3
ENSMUSG00000015759.10,protein_coding,Cnih1
ENSMUSG00000062014.12,protein_coding,Gmfb
ENSMUSG00000061510.3,lincRNA,Gm10101
ENSMUSG00000055128.14,protein_coding,Cgrrf1
ENSMUSG00000021838.16,protein_coding,Samd4
ENSMUSG00000089870.1,sense_intronic,Gm15562
ENSMUSG00000072589.3,antisense,Gm10371
ENSMUSG00000037580.9,protein_coding,Gch1
ENSMUSG00000037572.16,protein_coding,Wdhd1
ENSMUSG00000084648.1,snRNA,Gm24378
ENSMUSG00000048379.8,protein_coding,Socs4
ENSMUSG00000021840.16,protein_coding,Mapk1ip1l
ENSMUSG00000050335.16,protein_coding,Lgals3
ENSMUSG00000037544.13,protein_coding,Dlgap5
ENSMUSG00000037536.13,protein_coding,Fbxo34
ENSMUSG00000037526.6,protein_coding,Atg14
ENSMUSG00000021843.16,protein_coding,Ktn1
ENSMUSG00000102171.1,TEC,Gm37874
ENSMUSG00000021846.8,protein_coding,Peli2
ENSMUSG00000063885.4,transcribed_processed_pseudogene,Gm6498
ENSMUSG00000036339.17,protein_coding,Tmem260
ENSMUSG00000021848.15,protein_coding,Otx2
ENSMUSG00000098682.7,lincRNA,Otx2os1
ENSMUSG00000087754.1,snRNA,Gm23470
ENSMUSG00000061244.13,protein_coding,Exoc5
ENSMUSG00000036291.5,protein_coding,Ap5m1
ENSMUSG00000036282.14,protein_coding,Naa30
ENSMUSG00000021850.13,protein_coding,1700011H14Rik
ENSMUSG00000021852.13,protein_coding,Slc35f4
ENSMUSG00000036242.14,protein_coding,3632451O06Rik
ENSMUSG00000082967.2,processed_pseudogene,Gm16082
ENSMUSG00000102189.1,TEC,Gm37194
ENSMUSG00000059488.3,protein_coding,Olfr727
ENSMUSG00000048080.2,protein_coding,Olfr731
ENSMUSG00000090874.2,protein_coding,Olfr733
ENSMUSG00000050028.5,protein_coding,Olfr745
ENSMUSG00000006288.7,protein_coding,Ttc5
ENSMUSG00000071470.3,protein_coding,Ccnb1ip1
ENSMUSG00000092837.1,ribozyme,Rpph1
ENSMUSG00000036023.5,protein_coding,Parp2
ENSMUSG00000006281.7,protein_coding,Tep1
ENSMUSG00000097431.1,lincRNA,Gm26782
ENSMUSG00000006289.14,protein_coding,Osgep
ENSMUSG00000035960.13,protein_coding,Apex1
ENSMUSG00000035953.13,protein_coding,Tmem55b
ENSMUSG00000021871.17,protein_coding,Pnp
ENSMUSG00000103730.1,TEC,Gm38316
ENSMUSG00000068417.7,protein_coding,Pnp2
ENSMUSG00000072115.10,protein_coding,Ang
ENSMUSG00000021876.14,protein_coding,Rnase4
ENSMUSG00000021880.6,protein_coding,Rnase6
ENSMUSG00000068399.5,protein_coding,Gm7247
ENSMUSG00000089761.2,lincRNA,Vmn2r-ps111
ENSMUSG00000079244.3,protein_coding,Gm5622
ENSMUSG00000091296.1,protein_coding,Gm4181
ENSMUSG00000060615.5,protein_coding,Ang4
ENSMUSG00000004561.14,protein_coding,Mettl17
ENSMUSG00000072572.8,protein_coding,Slc39a2
ENSMUSG00000004558.14,protein_coding,Ndrg2
ENSMUSG00000004562.16,protein_coding,Arhgef40
ENSMUSG00000097633.1,lincRNA,Gm16617
ENSMUSG00000049295.16,protein_coding,Zfp219
ENSMUSG00000072571.2,protein_coding,Tmem253
ENSMUSG00000060373.14,protein_coding,Hnrnpc
ENSMUSG00000057132.15,protein_coding,Rpgrip1
ENSMUSG00000035726.7,protein_coding,Supt16
ENSMUSG00000097533.1,lincRNA,Gm26590
ENSMUSG00000053754.13,protein_coding,Chd8
ENSMUSG00000093044.1,snoRNA,Snord8
ENSMUSG00000105868.1,TEC,Gm43766
ENSMUSG00000022159.16,protein_coding,Rab2b
ENSMUSG00000016831.11,protein_coding,Tox4
ENSMUSG00000022160.17,protein_coding,Mettl3
ENSMUSG00000049532.10,protein_coding,Sall2
ENSMUSG00000064755.1,snRNA,Gm26328
ENSMUSG00000095030.2,protein_coding,Olfr1513
ENSMUSG00000094140.2,protein_coding,Olfr1512
ENSMUSG00000103010.1,TEC,Gm37504
ENSMUSG00000063867.2,protein_coding,Olfr1511
ENSMUSG00000059887.6,protein_coding,Olfr1507
ENSMUSG00000105963.1,antisense,Gm43647
ENSMUSG00000104658.4,antisense,Gm42877
ENSMUSG00000106112.1,antisense,Gm43434
ENSMUSG00000104876.1,TR_C_gene,Trdc
ENSMUSG00000076928.5,TR_C_gene,Trac
ENSMUSG00000022174.8,protein_coding,Dad1
ENSMUSG00000040997.13,protein_coding,Abhd4
ENSMUSG00000105294.1,processed_pseudogene,Gm43304
ENSMUSG00000000959.6,protein_coding,Oxa1l
ENSMUSG00000000958.9,protein_coding,Slc7a7
ENSMUSG00000010406.11,protein_coding,Mrpl52
ENSMUSG00000000957.9,protein_coding,Mmp14
ENSMUSG00000022175.8,protein_coding,Lrp10
ENSMUSG00000022176.11,protein_coding,Rem2
ENSMUSG00000023110.12,protein_coding,Prmt5
ENSMUSG00000022177.8,protein_coding,Haus4
ENSMUSG00000022178.10,protein_coding,Ajuba
ENSMUSG00000064742.1,snRNA,Gm24705
ENSMUSG00000022179.4,protein_coding,4931414P19Rik
ENSMUSG00000022193.6,protein_coding,Psmb5
ENSMUSG00000072423.4,protein_coding,Psmb11
ENSMUSG00000059674.6,protein_coding,Cdh24
ENSMUSG00000091306.2,protein_coding,Gm17606
ENSMUSG00000022185.18,protein_coding,Acin1
ENSMUSG00000106169.1,miRNA,Mir6948
ENSMUSG00000040840.7,antisense,4930579G18Rik
ENSMUSG00000040822.6,protein_coding,1700123O20Rik
ENSMUSG00000022180.6,protein_coding,Slc7a8
ENSMUSG00000057156.10,protein_coding,Homez
ENSMUSG00000072494.7,protein_coding,Ppp1r3e
ENSMUSG00000102798.1,TEC,Gm37271
ENSMUSG00000089682.9,protein_coding,Bcl2l2
ENSMUSG00000092232.1,protein_coding,Gm20521
ENSMUSG00000022194.15,protein_coding,Pabpn1
ENSMUSG00000022199.10,protein_coding,Slc22a17
ENSMUSG00000022203.6,protein_coding,Efs
ENSMUSG00000040759.8,protein_coding,Cmtm5
ENSMUSG00000040752.15,protein_coding,Myh6
ENSMUSG00000097652.2,antisense,Mhrt
ENSMUSG00000053093.15,protein_coding,Myh7
ENSMUSG00000022204.8,protein_coding,Ngdn
ENSMUSG00000072492.5,transcribed_processed_pseudogene,Gm10364
ENSMUSG00000100162.1,antisense,Gm20687
ENSMUSG00000045691.13,protein_coding,Thtpa
ENSMUSG00000040721.9,protein_coding,Zfhx2
ENSMUSG00000093452.3,antisense,Zfhx2os
ENSMUSG00000104389.1,TEC,Gm37034
ENSMUSG00000104056.1,TEC,Gm38129
ENSMUSG00000040701.15,protein_coding,Ap1g2
ENSMUSG00000022208.11,protein_coding,Jph4
ENSMUSG00000022210.6,protein_coding,Dhrs4
ENSMUSG00000022211.8,protein_coding,Carmil3
ENSMUSG00000022212.15,protein_coding,Cpne6
ENSMUSG00000040618.6,protein_coding,Pck2
ENSMUSG00000022214.14,protein_coding,Dcaf11
ENSMUSG00000086341.1,antisense,Gm15932
ENSMUSG00000022215.5,protein_coding,Fitm1
ENSMUSG00000022216.16,protein_coding,Psme1
ENSMUSG00000022217.14,protein_coding,Emc9
ENSMUSG00000079197.10,protein_coding,Psme2
ENSMUSG00000047098.17,protein_coding,Rnf31
ENSMUSG00000002325.14,protein_coding,Irf9
ENSMUSG00000002324.7,protein_coding,Rec8
ENSMUSG00000002319.15,protein_coding,Ipo4
ENSMUSG00000002320.15,protein_coding,Tm9sf1
ENSMUSG00000007591.14,protein_coding,Tssk4
ENSMUSG00000002329.6,protein_coding,Mdp1
ENSMUSG00000010376.14,protein_coding,Nedd8
ENSMUSG00000002326.5,protein_coding,Gmpr2
ENSMUSG00000007589.8,protein_coding,Tinf2
ENSMUSG00000022218.15,protein_coding,Tgm1
ENSMUSG00000040472.14,protein_coding,Rabggta
ENSMUSG00000002332.15,protein_coding,Dhrs1
ENSMUSG00000019297.8,protein_coding,Nop9
ENSMUSG00000022219.9,protein_coding,Cideb
ENSMUSG00000040432.4,protein_coding,Ltb4r2
ENSMUSG00000046908.5,protein_coding,Ltb4r1
ENSMUSG00000022220.13,protein_coding,Adcy4
ENSMUSG00000022221.13,protein_coding,Ripk3
ENSMUSG00000023411.11,protein_coding,Nfatc4
ENSMUSG00000075592.9,protein_coding,Nynrin
ENSMUSG00000097542.1,lincRNA,Gm26751
ENSMUSG00000040380.13,protein_coding,Cbln3
ENSMUSG00000047153.3,protein_coding,Khnyn
ENSMUSG00000022223.8,protein_coding,Sdr39u1
ENSMUSG00000022225.6,protein_coding,Cma1
ENSMUSG00000040314.1,protein_coding,Ctsg
ENSMUSG00000079186.2,protein_coding,Gzmc
ENSMUSG00000022229.2,protein_coding,Atp12a
ENSMUSG00000000365.8,protein_coding,Rnf17
ENSMUSG00000064128.6,protein_coding,Cenpj
ENSMUSG00000054509.7,protein_coding,Parp4
ENSMUSG00000090038.7,antisense,Gm16573
ENSMUSG00000110165.1,transcribed_processed_pseudogene,RP23-121M22.6
ENSMUSG00000079184.10,protein_coding,Mphosph8
ENSMUSG00000097743.1,lincRNA,Gm16973
ENSMUSG00000021938.11,protein_coding,Pspc1
ENSMUSG00000079489.2,sense_intronic,C030013D06Rik
ENSMUSG00000040123.16,protein_coding,Zmym5
ENSMUSG00000100017.1,antisense,2410022M11Rik
ENSMUSG00000021945.8,protein_coding,Zmym2
ENSMUSG00000048582.6,protein_coding,Gja3
ENSMUSG00000046352.7,protein_coding,Gjb2
ENSMUSG00000040055.8,protein_coding,Gjb6
ENSMUSG00000021947.10,protein_coding,Cryl1
ENSMUSG00000077497.1,snoRNA,Gm23593
ENSMUSG00000040040.16,protein_coding,Ift88
ENSMUSG00000086486.1,antisense,Ift88os
ENSMUSG00000050222.10,protein_coding,Il17d
ENSMUSG00000021951.5,protein_coding,Eef1akmt1
ENSMUSG00000097933.1,lincRNA,1700039M10Rik
ENSMUSG00000021952.15,protein_coding,Xpo4
ENSMUSG00000021959.15,protein_coding,Lats2
ENSMUSG00000092358.1,processed_pseudogene,Gm20430
ENSMUSG00000021963.16,protein_coding,Sap18
ENSMUSG00000021965.2,protein_coding,Ska3
ENSMUSG00000021967.3,protein_coding,Mrpl57
ENSMUSG00000021969.7,protein_coding,Zdhhc20
ENSMUSG00000021973.8,protein_coding,Micu2
ENSMUSG00000097303.1,lincRNA,3110083C13Rik
ENSMUSG00000021974.14,protein_coding,Fgf9
ENSMUSG00000035469.17,protein_coding,Rcbtb1
ENSMUSG00000090881.1,protein_coding,Gm6904
ENSMUSG00000044703.5,protein_coding,Phf11a
ENSMUSG00000091649.3,protein_coding,Phf11b
ENSMUSG00000068245.14,protein_coding,Phf11d
ENSMUSG00000091144.2,protein_coding,Phf11c
ENSMUSG00000071350.12,protein_coding,Setdb2
ENSMUSG00000089643.2,processed_pseudogene,Gm16301
ENSMUSG00000021981.9,protein_coding,Cab39l
ENSMUSG00000021982.13,protein_coding,Cdadc1
ENSMUSG00000044461.5,protein_coding,Shisa2
ENSMUSG00000021983.15,protein_coding,Atp8a2
ENSMUSG00000087286.1,processed_pseudogene,Gm9013
ENSMUSG00000063895.6,protein_coding,Nupl1
ENSMUSG00000021987.8,protein_coding,Mtmr6
ENSMUSG00000021986.7,protein_coding,Amer2
ENSMUSG00000101797.1,lincRNA,Gm29266
ENSMUSG00000021990.15,protein_coding,Spata13
ENSMUSG00000071347.3,protein_coding,C1qtnf9
ENSMUSG00000084951.1,antisense,Mipepos
ENSMUSG00000021993.9,protein_coding,Mipep
ENSMUSG00000060548.12,protein_coding,Tnfrsf19
ENSMUSG00000048279.17,protein_coding,Sacs
ENSMUSG00000035296.13,protein_coding,Sgcg
ENSMUSG00000101505.1,antisense,1700109G14Rik
ENSMUSG00000021928.8,protein_coding,Ebpl
ENSMUSG00000021929.8,protein_coding,Kpna3
ENSMUSG00000021930.14,protein_coding,Spryd7
ENSMUSG00000035235.12,protein_coding,Trim13
ENSMUSG00000097589.9,processed_transcript,Dleu2
ENSMUSG00000046168.8,protein_coding,Kcnrg
ENSMUSG00000098183.1,lincRNA,Gm27010
ENSMUSG00000098967.1,misc_RNA,Gm27845
ENSMUSG00000098088.1,lincRNA,Gm26916
ENSMUSG00000098626.1,misc_RNA,Gm27972
ENSMUSG00000097997.1,lincRNA,Gm27017
ENSMUSG00000099039.1,misc_RNA,Gm27928
ENSMUSG00000103869.1,TEC,Gm37420
ENSMUSG00000102151.1,TEC,Gm37472
ENSMUSG00000104187.1,TEC,Gm37820
ENSMUSG00000048281.8,protein_coding,Dleu7
ENSMUSG00000021932.13,protein_coding,Rnaseh2b
ENSMUSG00000021933.11,protein_coding,Gucy1b2
ENSMUSG00000100486.7,protein_coding,Gm4131
ENSMUSG00000035184.15,protein_coding,Fam124a
ENSMUSG00000091155.1,protein_coding,Serpine3
ENSMUSG00000035161.6,protein_coding,Ints6
ENSMUSG00000097775.1,lincRNA,4931440J10Rik
ENSMUSG00000014547.9,protein_coding,Wdfy2
ENSMUSG00000098858.1,miRNA,Mir6541
ENSMUSG00000084465.1,rRNA,n-R5s47
ENSMUSG00000075571.8,protein_coding,Defb30
ENSMUSG00000054763.9,protein_coding,Defb42
ENSMUSG00000021939.7,protein_coding,Ctsb
ENSMUSG00000021273.9,protein_coding,Fdft1
ENSMUSG00000035121.5,protein_coding,Neil2
ENSMUSG00000021944.15,protein_coding,Gata4
ENSMUSG00000014453.3,protein_coding,Blk
ENSMUSG00000035095.11,protein_coding,Fam167a
ENSMUSG00000021953.14,protein_coding,Tdh
ENSMUSG00000090374.1,antisense,Gm17232
ENSMUSG00000035078.5,protein_coding,Mtmr9
ENSMUSG00000087652.1,antisense,Gm15918
ENSMUSG00000035067.9,protein_coding,Xkr6
ENSMUSG00000021958.4,protein_coding,Pinx1
ENSMUSG00000063060.5,protein_coding,Sox7
ENSMUSG00000052099.13,protein_coding,Prss51
ENSMUSG00000091686.1,antisense,4930471C04Rik
ENSMUSG00000090785.1,antisense,Gm17116
ENSMUSG00000054733.9,protein_coding,Msra
ENSMUSG00000097545.7,lincRNA,Mir124a-1hg
ENSMUSG00000060012.7,protein_coding,Kif13b
ENSMUSG00000064442.1,snoRNA,Gm26225
ENSMUSG00000021972.14,protein_coding,Hmbox1
ENSMUSG00000102764.1,TEC,Gm37183
ENSMUSG00000098837.1,processed_pseudogene,Gm20111
ENSMUSG00000021975.7,protein_coding,Ints9
ENSMUSG00000021978.8,protein_coding,Extl3
ENSMUSG00000007989.6,protein_coding,Fzd3
ENSMUSG00000098479.1,misc_RNA,Gm27263
ENSMUSG00000034532.8,protein_coding,Fbxo16
ENSMUSG00000034522.9,protein_coding,Zfp395
ENSMUSG00000045731.5,protein_coding,Pnoc
ENSMUSG00000022031.5,protein_coding,Elp3
ENSMUSG00000061356.13,protein_coding,Nuggc
ENSMUSG00000022032.14,protein_coding,Scara5
ENSMUSG00000022033.9,protein_coding,Pbk
ENSMUSG00000022034.9,protein_coding,Esco2
ENSMUSG00000022035.5,protein_coding,Ccdc25
ENSMUSG00000034463.3,protein_coding,Scara3
ENSMUSG00000022037.14,protein_coding,Clu
ENSMUSG00000034450.7,protein_coding,Gulo
ENSMUSG00000022039.5,protein_coding,Adam2
ENSMUSG00000022040.7,protein_coding,Ephx2
ENSMUSG00000022041.10,protein_coding,Chrna2
ENSMUSG00000059456.13,protein_coding,Ptk2b
ENSMUSG00000085984.7,processed_transcript,1700001G11Rik
ENSMUSG00000022043.18,protein_coding,Trim35
ENSMUSG00000022044.14,protein_coding,Stmn4
ENSMUSG00000045875.12,protein_coding,Adra1a
ENSMUSG00000022048.8,protein_coding,Dpysl2
ENSMUSG00000075553.1,protein_coding,Gm5464
ENSMUSG00000046204.13,protein_coding,Pnma2
ENSMUSG00000022051.15,protein_coding,Bnip3l
ENSMUSG00000022052.8,protein_coding,Ppp2r2a
ENSMUSG00000022053.13,protein_coding,Ebf2
ENSMUSG00000075549.2,antisense,Gm6878
ENSMUSG00000093386.1,processed_transcript,1700120O09Rik
ENSMUSG00000093472.1,processed_transcript,4930438E09Rik
ENSMUSG00000093634.1,processed_transcript,Gm10860
ENSMUSG00000093726.1,sense_overlapping,Gm20667
ENSMUSG00000048922.18,protein_coding,Cdca2
ENSMUSG00000034327.17,protein_coding,Kctd9
ENSMUSG00000015812.7,protein_coding,Gnrh1
ENSMUSG00000044447.4,protein_coding,Dock5
ENSMUSG00000022054.11,protein_coding,Nefm
ENSMUSG00000022055.7,protein_coding,Nefl
ENSMUSG00000022056.8,protein_coding,Adam7
ENSMUSG00000022057.7,protein_coding,Adamdec1
ENSMUSG00000014725.14,protein_coding,Adam28
ENSMUSG00000014813.8,protein_coding,Stc1
ENSMUSG00000098713.1,processed_pseudogene,Rps2-ps5
ENSMUSG00000022061.8,protein_coding,Nkx3-1
ENSMUSG00000034248.7,protein_coding,Slc25a37
ENSMUSG00000093954.8,protein_coding,Gm16867
ENSMUSG00000094526.1,transcribed_unprocessed_pseudogene,Gm21451
ENSMUSG00000034205.16,protein_coding,Loxl2
ENSMUSG00000098666.1,miRNA,Mir6950
ENSMUSG00000034194.17,protein_coding,R3hcc1
ENSMUSG00000034190.8,protein_coding,Chmp7
ENSMUSG00000097284.7,lincRNA,4930480K23Rik
ENSMUSG00000022074.5,protein_coding,Tnfrsf10b
ENSMUSG00000022075.6,protein_coding,Rhobtb2
ENSMUSG00000022085.3,protein_coding,Pebp4
ENSMUSG00000022089.8,protein_coding,Bin3
ENSMUSG00000033712.5,protein_coding,Ccar2
ENSMUSG00000044551.13,protein_coding,9930012K11Rik
ENSMUSG00000022090.10,protein_coding,Pdlim2
ENSMUSG00000022091.5,protein_coding,Sorbs3
ENSMUSG00000097243.1,lincRNA,Gm26908
ENSMUSG00000022092.10,protein_coding,Ppp3cc
ENSMUSG00000022094.15,protein_coding,Slc39a14
ENSMUSG00000033644.4,protein_coding,Piwil2
ENSMUSG00000077577.1,snRNA,Gm24890
ENSMUSG00000000776.12,protein_coding,Polr3d
ENSMUSG00000003469.9,protein_coding,Phyhip
ENSMUSG00000022098.9,protein_coding,Bmp1
ENSMUSG00000022097.3,protein_coding,Sftpc
ENSMUSG00000033595.6,protein_coding,Lgi3
ENSMUSG00000033589.3,protein_coding,Reep4
ENSMUSG00000022096.14,protein_coding,Hr
ENSMUSG00000045211.4,protein_coding,Nudt18
ENSMUSG00000022095.9,protein_coding,Fam160b2
ENSMUSG00000022099.16,protein_coding,Dmtn
ENSMUSG00000022101.5,protein_coding,Fgf17
ENSMUSG00000047911.5,protein_coding,Npm2
ENSMUSG00000022100.13,protein_coding,Xpo7
ENSMUSG00000022102.13,protein_coding,Dok2
ENSMUSG00000099528.1,lincRNA,2410012E07Rik
ENSMUSG00000022103.9,protein_coding,Gfra2
ENSMUSG00000109446.1,protein_coding,Gm9195
ENSMUSG00000033487.14,protein_coding,Fndc3a
ENSMUSG00000090216.1,antisense,Gm16549
ENSMUSG00000033470.11,protein_coding,Cysltr2
ENSMUSG00000022106.14,protein_coding,Rcbtb2
ENSMUSG00000090706.1,processed_transcript,Gm17233
ENSMUSG00000022105.6,protein_coding,Rb1
ENSMUSG00000033446.7,protein_coding,Lpar6
ENSMUSG00000022108.7,protein_coding,Itm2b
ENSMUSG00000022109.5,protein_coding,Med4
ENSMUSG00000033405.3,protein_coding,Nudt15
ENSMUSG00000022110.13,protein_coding,Sucla2
ENSMUSG00000034997.4,protein_coding,Htr2a
ENSMUSG00000021996.16,protein_coding,Esd
ENSMUSG00000068015.6,protein_coding,Lrch1
ENSMUSG00000034959.7,protein_coding,Rubcnl
ENSMUSG00000021997.4,protein_coding,Lrrc63
ENSMUSG00000021998.16,protein_coding,Lcp1
ENSMUSG00000021999.8,protein_coding,Cpb2
ENSMUSG00000022000.10,protein_coding,Zc3h13
ENSMUSG00000091722.1,protein_coding,Siah3
ENSMUSG00000022002.1,protein_coding,Erich6b
ENSMUSG00000034893.7,protein_coding,Cog3
ENSMUSG00000089405.1,rRNA,Gm24876
ENSMUSG00000022003.6,protein_coding,Slc25a30
ENSMUSG00000085829.1,antisense,Gm4285
ENSMUSG00000060126.14,protein_coding,Tpt1
ENSMUSG00000065147.1,snoRNA,Snora31
ENSMUSG00000067995.4,protein_coding,Gtf2f2
ENSMUSG00000046523.4,protein_coding,Kctd4
ENSMUSG00000065799.1,snoRNA,Gm25517
ENSMUSG00000022008.3,protein_coding,Gpalpp1
ENSMUSG00000022009.1,protein_coding,Nufip1
ENSMUSG00000022010.19,protein_coding,Tsc22d1
ENSMUSG00000052584.9,protein_coding,Serp2
ENSMUSG00000101009.6,processed_transcript,1700108F19Rik
ENSMUSG00000044350.14,protein_coding,Lacc1
ENSMUSG00000034795.14,protein_coding,Ccdc122
ENSMUSG00000022012.8,protein_coding,Enox1
ENSMUSG00000067973.11,lincRNA,Gm6994
ENSMUSG00000084431.1,rRNA,n-R5s48
ENSMUSG00000022013.3,protein_coding,Dnajc15
ENSMUSG00000022014.14,protein_coding,Epsti1
ENSMUSG00000022015.8,protein_coding,Tnfsf11
ENSMUSG00000022016.15,protein_coding,Akap11
ENSMUSG00000034731.9,protein_coding,Dgkh
ENSMUSG00000058997.7,protein_coding,Vwa8
ENSMUSG00000071262.9,protein_coding,Zfp957
ENSMUSG00000022018.7,protein_coding,Rgcc
ENSMUSG00000022020.14,protein_coding,Naa16
ENSMUSG00000022022.2,protein_coding,Mtrf1
ENSMUSG00000043881.8,protein_coding,Kbtbd7
ENSMUSG00000075502.1,protein_coding,Kbtbd6
ENSMUSG00000022023.5,protein_coding,Wbp4
ENSMUSG00000036461.15,protein_coding,Elf1
ENSMUSG00000022024.9,protein_coding,Sugt1
ENSMUSG00000022025.13,protein_coding,Lect1
ENSMUSG00000036422.10,protein_coding,Pcdh8
ENSMUSG00000097927.1,lincRNA,Gm6999
ENSMUSG00000022026.6,protein_coding,Olfm4
ENSMUSG00000035566.6,protein_coding,Pcdh17
ENSMUSG00000022021.13,protein_coding,Diaph3
ENSMUSG00000022019.15,protein_coding,Tdrd3
ENSMUSG00000062611.4,processed_pseudogene,Rps3a2
ENSMUSG00000050505.7,protein_coding,Pcdh20
ENSMUSG00000062093.4,protein_coding,Gm10110
ENSMUSG00000055421.8,protein_coding,Pcdh9
ENSMUSG00000022076.9,protein_coding,Klhl1
ENSMUSG00000083933.1,processed_pseudogene,Gm15515
ENSMUSG00000055639.16,protein_coding,Dach1
ENSMUSG00000089549.1,snRNA,Gm25831
ENSMUSG00000033186.8,protein_coding,Mzt1
ENSMUSG00000022070.6,protein_coding,Bora
ENSMUSG00000033166.10,protein_coding,Dis3
ENSMUSG00000022064.9,protein_coding,Pibf1
ENSMUSG00000005148.7,protein_coding,Klf5
ENSMUSG00000103188.1,TEC,Gm37093
ENSMUSG00000072294.4,protein_coding,Klf12
ENSMUSG00000054391.11,processed_transcript,4930517O19Rik
ENSMUSG00000110273.1,lincRNA,Gm45369
ENSMUSG00000033083.16,protein_coding,Tbc1d4
ENSMUSG00000075486.9,protein_coding,Commd6
ENSMUSG00000022111.8,protein_coding,Uchl3
ENSMUSG00000033060.15,protein_coding,Lmo7
ENSMUSG00000098557.1,protein_coding,Kctd12
ENSMUSG00000097142.1,lincRNA,Gm26778
ENSMUSG00000022125.6,protein_coding,Cln5
ENSMUSG00000022124.14,protein_coding,Fbxl3
ENSMUSG00000033004.14,protein_coding,Mycbp2
ENSMUSG00000022123.8,protein_coding,Scel
ENSMUSG00000055717.13,protein_coding,Slain1
ENSMUSG00000089707.1,antisense,Slain1os
ENSMUSG00000022122.14,protein_coding,Ednrb
ENSMUSG00000048349.9,protein_coding,Pou4f1
ENSMUSG00000022120.3,protein_coding,Rnf219
ENSMUSG00000022119.15,protein_coding,Rbm26
ENSMUSG00000091509.7,processed_transcript,Gm17066
ENSMUSG00000053253.16,protein_coding,Ndfip2
ENSMUSG00000022116.7,processed_transcript,4930449E01Rik
ENSMUSG00000110080.1,processed_transcript,RP23-4P23.1
ENSMUSG00000060143.6,protein_coding,Gm10076
ENSMUSG00000022114.4,protein_coding,Spry2
ENSMUSG00000022113.6,protein_coding,Trim52
ENSMUSG00000099794.1,lincRNA,1700128A07Rik
ENSMUSG00000058430.1,processed_pseudogene,Rpl27a-ps2
ENSMUSG00000075478.2,protein_coding,Slitrk1
ENSMUSG00000045871.4,protein_coding,Slitrk6
ENSMUSG00000033214.9,protein_coding,Slitrk5
ENSMUSG00000058126.6,protein_coding,Tpm3-rs7
ENSMUSG00000089726.2,lincRNA,Mir17hg
ENSMUSG00000022112.14,protein_coding,Gpc5
ENSMUSG00000093551.1,processed_transcript,4930505G20Rik
ENSMUSG00000093497.1,processed_transcript,Gm20713
ENSMUSG00000058571.10,protein_coding,Gpc6
ENSMUSG00000022129.3,protein_coding,Dct
ENSMUSG00000097358.1,lincRNA,Gm26773
ENSMUSG00000022130.9,protein_coding,Tgds
ENSMUSG00000022131.2,protein_coding,Gpr180
ENSMUSG00000061517.8,protein_coding,Sox21
ENSMUSG00000090534.1,processed_transcript,Gm4675
ENSMUSG00000096997.1,lincRNA,Gm26791
ENSMUSG00000099911.1,lincRNA,1700044C05Rik
ENSMUSG00000032849.13,protein_coding,Abcc4
ENSMUSG00000022132.15,protein_coding,Cldn10
ENSMUSG00000042156.15,protein_coding,Dzip1
ENSMUSG00000022136.7,protein_coding,Dnajc3
ENSMUSG00000042104.18,protein_coding,Uggt2
ENSMUSG00000087479.1,processed_transcript,Gm16835
ENSMUSG00000053465.5,protein_coding,Hs6st3
ENSMUSG00000100274.1,lincRNA,1700006F04Rik
ENSMUSG00000022139.16,protein_coding,Mbnl2
ENSMUSG00000097903.1,lincRNA,Gm26679
ENSMUSG00000051615.13,protein_coding,Rap2a
ENSMUSG00000030662.9,protein_coding,Ipo5
ENSMUSG00000025555.14,protein_coding,Farp1
ENSMUSG00000085133.2,sense_intronic,B930095G15Rik
ENSMUSG00000063410.7,protein_coding,Stk24
ENSMUSG00000025557.9,protein_coding,Slc15a1
ENSMUSG00000025558.16,protein_coding,Dock9
ENSMUSG00000102112.1,antisense,1810041H14Rik
ENSMUSG00000041765.5,protein_coding,Ubac2
ENSMUSG00000050350.7,protein_coding,Gpr18
ENSMUSG00000051212.7,protein_coding,Gpr183
ENSMUSG00000071229.3,protein_coding,Timm8a2
ENSMUSG00000085615.2,processed_transcript,A330035P11Rik
ENSMUSG00000025544.13,protein_coding,Tm9sf2
ENSMUSG00000090674.1,processed_pseudogene,Gm17082
ENSMUSG00000025545.9,protein_coding,Clybl
ENSMUSG00000100585.1,antisense,1700108J01Rik
ENSMUSG00000095311.1,snRNA,Gm25464
ENSMUSG00000064052.2,protein_coding,Gm5089
ENSMUSG00000041703.7,protein_coding,Zic5
ENSMUSG00000085555.9,processed_transcript,2610035F20Rik
ENSMUSG00000061524.8,protein_coding,Zic2
ENSMUSG00000075465.2,protein_coding,Gm10837
ENSMUSG00000041650.15,protein_coding,Pcca
ENSMUSG00000041625.14,protein_coding,Ggact
ENSMUSG00000075463.3,processed_transcript,4930594M22Rik
ENSMUSG00000041594.17,protein_coding,Tmtc4
ENSMUSG00000085423.1,antisense,Gm15735
ENSMUSG00000000197.7,protein_coding,Nalcn
ENSMUSG00000032925.16,protein_coding,Itgbl1
ENSMUSG00000025551.13,protein_coding,Fgf14
ENSMUSG00000082738.1,processed_pseudogene,Gm15422
